Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Patricia Melo,"Rua Barao de Santa Marta, 6651",47368501654,Rio Comprido,3281.41,Bulldog,Feminino,Artesao,43,(21) 97222-7633
Vinicius Santos,"Rua Buarque de Macedo, 2936",72732398848,Vila Isabel,7327.14,Labrador,Masculino,Advogado,18,(21) 96859-3861
Gustavo Moreira,"Avenida Ayrton Senna, 1753",49955373984,Barra da Tijuca,4829.08,Labrador,Masculino,Professor,44,(21) 93100-1566
Carla Rodrigues,"Rua da Gloria, 6021",72396225562,Gloria,6262.5,Pit Bull,Feminino,Desenvolvedor,25,(21) 97848-9551
Amanda Carvalho,"Rua Joao Lira, 9672",64919444965,Sao Conrado,4578.8,Husky Siberiano,Feminino,Analista de Sistemas,19,(21) 90769-2874
Vinicius Santos,"Rua Marques de Abrantes, 6737",78807984366,Flamengo,6094.99,Pit Bull,Masculino,Personal Trainer,67,(21) 92410-2514
Gabriela Rocha,"Rua do Ouvidor, 8306",48818027179,Centro,5090.87,Rottweiler,Feminino,Gerente,47,(21) 90066-4484
Marcelo Lima,"Rua Farme de Amoedo, 8086",63184194528,Ipanema,8747.29,Beagle,Masculino,Veterinario,45,(21) 91035-9552
Carla Rodrigues,"Rua do Lavradio, 683",41607503127,Lapa,9710.4,Dachshund,Feminino,Personal Trainer,49,(21) 99298-4010
Bruna Alves,"Rua Estrela, 8047",89370657863,Santa Teresa,2763.76,Border Collie,Feminino,Padeiro,70,(21) 91827-9900
Tatiane Almeida,"Rua do Lavradio, 2424",99496562141,Lapa,1510.98,Poodle,Feminino,Ator,28,(21) 96760-5263
Gustavo Moreira,"Rua Plinio Casado, 9309",25248557839,Cascadura,9405.08,Pug,Masculino,Psicologo,43,(21) 96018-3884
Larissa Ferreira,"Rua Miguel Lemos, 3256",20119248099,Sao Conrado,5117.67,Bulldog,Feminino,Biologo,18,(21) 97831-9060
Camila Pereira,"Rua General Glicerio, 8628",67287450994,Rio Comprido,1476.82,Golden Retriever,Feminino,Medico,39,(21) 93013-9205
Juliana Costa,"Avenida Delfim Moreira, 8168",35248263027,Leblon,9334.76,Cocker Spaniel,Feminino,Designer,60,(21) 98233-8993
Patricia Melo,"Rua do Russel, 9515",83007951671,Gloria,3172.04,Pit Bull,Feminino,Biologo,24,(21) 99541-2542
Larissa Ferreira,"Rua Conde de Iraja, 8463",55860710928,Catete,7863.68,Golden Retriever,Feminino,Publicitario,60,(21) 95787-1810
Joao Almeida,"Rua Senador Dantas, 7571",42322447721,Flamengo,2133.9,Basset Hound,Masculino,Dentista,22,(21) 90316-7183
Lucas Ferreira,"Rua Sao Clemente, 524",66331744272,Botafogo,8903.32,Basset Hound,Masculino,Administrador,66,(21) 92766-5239
Carla Rodrigues,"Rua Senador Dantas, 7273",93443504483,Flamengo,9055.18,Chihuahua,Feminino,Terapeuta Ocupacional,37,(21) 90644-5702
Viviane Mendes,"Rua do Ouvidor, 7481",72347037721,Gloria,7910.71,Beagle,Feminino,Chef de Cozinha,68,(21) 94689-5919
Felipe Oliveira,"Rua General Artigas, 8576",22225823029,Leblon,4782.5,Golden Retriever,Masculino,Arquiteto,67,(21) 92200-8622
Daniel Araujo,"Rua Garcia d'Avila, 8416",83614738663,Ipanema,1405.7,Shiba Inu,Masculino,Chef de Cozinha,62,(21) 93593-6069
Gabriel Rocha,"Rua do Pepino, 1338",69233535689,Recreio dos Bandeirantes,9271.58,Shiba Inu,Masculino,Producao de Eventos,46,(21) 93468-4567
Gabriel Rocha,"Rua Nelson Mandela, 3303",19834161025,Botafogo,8346.19,Dachshund,Masculino,Artesao,20,(21) 93088-8291
Carlos Santos,"Rua do Bispo, 8757",44459671673,Rio Comprido,2139.41,Labrador,Masculino,Veterinario,50,(21) 94975-6254
Natalia Pinto,"Rua Bento Lisboa, 3091",25525238655,Humaita,1718.37,Shiba Inu,Feminino,Musico,58,(21) 90915-6437
Rodrigo Costa,"Rua General Glicerio, 7796",70632702419,Rio Comprido,8460.07,Basset Hound,Masculino,Veterinario,19,(21) 98418-9003
Gabriela Rocha,"Avenida Delfim Moreira, 7631",78114346929,Leblon,2405.97,Dachshund,Feminino,Chef de Cozinha,60,(21) 90397-9370
Thiago Souza,"Rua Sao Clemente, 3303",61070392347,Botafogo,8731.85,Shih Tzu,Masculino,Publicitario,18,(21) 91287-2836
Felipe Oliveira,"Rua Mem de Sa, 5286",95763603676,Lapa,5530.46,Bulldog,Masculino,Padeiro,70,(21) 91792-4760
Roberta Moreira,"Rua Paula Freitas, 9786",15459022720,Copacabana,5666.33,Border Collie,Feminino,Ator,54,(21) 95503-6103
Luana Campos,"Rua do Anil, 776",56606759615,Barra da Tijuca,3289.23,Basset Hound,Feminino,Artesao,46,(21) 97392-6979
Luana Campos,"Rua Buarque de Macedo, 4917",53842923867,Vila Isabel,2517.46,Basset Hound,Feminino,Artesao,34,(21) 99284-4499
Thiago Souza,"Rua Nelson Mandela, 9500",19796881680,Botafogo,2165.25,Beagle,Masculino,Gerente,71,(21) 95938-5945
Mariana Lima,"Rua Silveira Martins, 5897",63599182985,Catete,7510.09,Border Collie,Feminino,Geografo,68,(21) 94236-1387
Bruna Alves,"Rua Marquesa de Santos, 233",98181286129,Jardim Botanico,5361.51,Pit Bull,Feminino,Quimico,47,(21) 90767-8953
Larissa Ferreira,"Rua Bartolomeu Mitre, 1253",54439773551,Leblon,3552.1,Maltes,Feminino,Padeiro,45,(21) 99675-3441
Diego Silva,"Rua Uruguai, 7447",39499501135,Tijuca,9909.12,Pug,Masculino,Chef de Cozinha,59,(21) 93171-3708
Maria Luiza Silva,"Rua 28 de Setembro, 7163",69500845686,Vila Isabel,4801.71,Labrador,Feminino,Designer,62,(21) 96113-8773
Larissa Ferreira,"Rua Jardim Botanico, 9892",82762622755,Jardim Botanico,2733.38,Cocker Spaniel,Feminino,Producao de Eventos,40,(21) 97757-4605
Lucas Ferreira,"Rua Jose Higino, 9025",28664019219,Tijuca,6025.75,Husky Siberiano,Masculino,Economista,36,(21) 92505-2664
Isabela Martins,"Rua Barata Ribeiro, 209",24738419956,Copacabana,4728.96,Dachshund,Feminino,Musico,69,(21) 96975-4386
Camila Pereira,"Rua Voluntarios da Patria, 9146",33415724799,Botafogo,2067.02,Basset Hound,Feminino,Enfermeiro,29,(21) 97609-4786
Natalia Pinto,"Rua Mem de Sa, 9560",63839243329,Lapa,4604.52,Labrador,Feminino,Gerente,36,(21) 97556-5451
Rafael Melo,"Rua do Anil, 8325",36510073452,Barra da Tijuca,5449.01,Beagle,Masculino,Producao de Eventos,24,(21) 99491-9479
Larissa Ferreira,"Rua do Rio Comprido, 1240",58967559856,Rio Comprido,7907.94,Maltes,Feminino,Economista,35,(21) 99808-6180
Diego Silva,"Rua Bartolomeu Mitre, 7358",81288329772,Leblon,9671.57,Rottweiler,Masculino,Antropologo,50,(21) 90637-6239
Gabriela Rocha,"Rua Mem de Sa, 6393",78915798381,Lapa,7419.29,Beagle,Feminino,Biologo,67,(21) 94802-8061
Bruna Alves,"Rua Heitor de Silva Costa, 3625",97584378416,Vila Isabel,7937.0,Shih Tzu,Feminino,Musico,64,(21) 97863-6617
Antonio Silva,"Rua Plinio Casado, 4346",98040925155,Cascadura,4536.45,Chihuahua,Masculino,Analista de Sistemas,25,(21) 99325-9483
Lucas Ferreira,"Rua dos Arcos, 3248",84449953925,Lapa,4457.36,Labrador,Masculino,Artesao,40,(21) 92111-9962
Tatiane Almeida,"Rua do Catete, 5170",42351058007,Catete,6030.84,Basset Hound,Feminino,Medico,72,(21) 95806-7674
Isabela Martins,"Rua Jose Higino, 1460",23922364243,Tijuca,8074.12,Maltes,Feminino,Veterinario,70,(21) 94497-5387
Felipe Oliveira,"Rua Marques de Abrantes, 546",74999689181,Flamengo,3620.6,Boxer,Masculino,Antropologo,70,(21) 99157-1233
Leandro Rodrigues,"Avenida Vieira Souto, 5690",43558754744,Ipanema,2941.12,Shih Tzu,Masculino,Jornalista,45,(21) 91902-7853
Amanda Carvalho,"Rua Paula Freitas, 9404",25443628874,Copacabana,5019.96,Border Collie,Feminino,Enfermeiro,54,(21) 99546-2775
Camila Pereira,"Rua Joao Lira, 540",25253104598,Sao Conrado,3477.16,Rottweiler,Feminino,Publicitario,64,(21) 95390-8668
Thiago Souza,"Rua Conde de Iraja, 3322",22158347530,Catete,8686.08,Shiba Inu,Masculino,Biologo,64,(21) 98578-2262
Gabriela Rocha,"Rua Joaquim Nabuco, 7924",14433767004,Recreio dos Bandeirantes,1990.94,Poodle,Feminino,Advogado,28,(21) 90181-6205
Diego Silva,"Rua do Ouvidor, 7500",72448417756,Gloria,8798.88,Boxer,Masculino,Chef de Cozinha,22,(21) 92897-1137
Patricia Melo,"Rua Garcia d'Avila, 6286",29989614281,Ipanema,5793.25,Golden Retriever,Feminino,Artesao,31,(21) 95206-9142
Daniele Souza,"Rua Jose Higino, 9359",47158412077,Tijuca,2013.5,Basset Hound,Feminino,Artesao,63,(21) 96953-6257
Viviane Mendes,"Rua Joaquim Nabuco, 1167",94735235887,Recreio dos Bandeirantes,3779.54,Basset Hound,Feminino,Antropologo,36,(21) 95309-7309
Vinicius Santos,"Rua da Assembleia, 2776",56898186000,Centro,2191.58,Maltes,Masculino,Geografo,25,(21) 96657-1200
Mariana Lima,"Rua Monte Alegre, 1774",30787856580,Santa Teresa,7676.23,Chihuahua,Feminino,Desenvolvedor,38,(21) 97488-1320
Daniel Araujo,"Rua Siqueira Campos, 5834",89862130232,Copacabana,2782.3,Border Collie,Masculino,Contador,69,(21) 92892-8619
Marcelo Lima,"Rua Visconde de Souza Franco, 2978",52188960298,Lapa,2813.89,Shiba Inu,Masculino,Producao de Eventos,60,(21) 95059-1155
Fernanda Santos,"Avenida Ayrton Senna, 4487",62877352933,Barra da Tijuca,3863.85,Labrador,Feminino,Diretor,51,(21) 98535-7620
Luana Campos,"Rua General Artigas, 4209",85982650163,Leblon,5627.48,Beagle,Feminino,Musico,35,(21) 90849-5745
Mariana Lima,"Rua Visconde de Souza Franco, 1141",26845121999,Lapa,1821.16,Rottweiler,Feminino,Musico,18,(21) 96917-9322
Bruna Alves,"Rua Joao Vicente, 5494",17821483485,Vila Isabel,8868.24,Maltes,Feminino,Gerente,21,(21) 93140-5976
Diego Silva,"Rua Silveira Martins, 7565",89209676938,Catete,4950.23,Boxer,Masculino,Jornalista,66,(21) 99974-6830
Gabriela Rocha,"Rua do Russel, 6430",19833563713,Gloria,5279.92,Shih Tzu,Feminino,Producao de Eventos,51,(21) 99159-8410
Joao Almeida,"Avenida Atlantica, 8721",95446132470,Copacabana,6213.84,Schnauzer,Masculino,Lider de Projeto,61,(21) 98834-6252
Viviane Mendes,"Rua do Rio Comprido, 6507",11451380021,Rio Comprido,4231.44,Poodle,Feminino,Producao de Eventos,28,(21) 98644-5623
Tatiane Almeida,"Rua Senador Dantas, 8689",62655561239,Flamengo,2439.13,Maltes,Feminino,Farmaceutico,30,(21) 99109-2031
Gustavo Moreira,"Avenida Vieira Souto, 2131",29847314632,Ipanema,3981.59,Labrador,Masculino,Historiador,27,(21) 98032-3463
Isabela Martins,"Avenida Glaucio Gil, 2058",29642330119,Recreio dos Bandeirantes,7922.36,Pit Bull,Feminino,Advogado,69,(21) 96171-8619
Roberta Moreira,"Rua Gal. Osorio, 3492",39923695886,Cascadura,9988.51,Border Collie,Feminino,Administrador,72,(21) 93991-1057
Ricardo Martins,"Rua do Lavradio, 6891",77834881959,Catete,9121.69,Rottweiler,Masculino,Analista de Sistemas,66,(21) 99627-2234
Amanda Carvalho,"Rua General Glicerio, 1183",41121289823,Rio Comprido,5544.73,Border Collie,Feminino,Psicologo,55,(21) 99262-4105
Michele Araujo,"Rua Sao Clemente, 4202",17583241558,Humaita,2148.4,Labrador,Feminino,Designer,52,(21) 96498-7494
Daniele Souza,"Rua Primeiro de Marco, 6216",30624448128,Centro,4926.46,Husky Siberiano,Feminino,Chef de Cozinha,65,(21) 98820-9749
Roberta Moreira,"Rua Paissandu, 3117",67658210856,Flamengo,5538.4,Border Collie,Feminino,Quimico,69,(21) 98651-1770
Juliana Costa,"Rua do Ouvidor, 1800",40926220088,Gloria,6672.23,Labrador,Feminino,Medico,67,(21) 96366-1013
Ana Beatriz Oliveira,"Rua Joao Lira, 7267",33886296225,Sao Conrado,9360.43,Border Collie,Feminino,Producao de Eventos,41,(21) 96348-5316
Bruno Alves,"Rua Garcia d'Avila, 7158",21644536223,Ipanema,4555.61,Labrador,Masculino,Padeiro,30,(21) 98896-6206
Ana Beatriz Oliveira,"Rua do Lavradio, 5969",64130413772,Lapa,7015.86,Golden Retriever,Feminino,Antropologo,24,(21) 96622-4288
Patricia Melo,"Rua Clarimundo de Melo, 7754",77668991372,Tijuca,1595.66,Golden Retriever,Feminino,Quimico,26,(21) 97810-2374
Carlos Santos,"Rua do Pepino, 1066",54854770593,Recreio dos Bandeirantes,7142.41,Rottweiler,Masculino,Ator,47,(21) 94371-1228
Leandro Rodrigues,"Rua Siqueira Campos, 7945",59577604851,Copacabana,2900.92,Golden Retriever,Masculino,Professor,21,(21) 94300-2644
Gustavo Moreira,"Rua do Anil, 9395",33306124054,Barra da Tijuca,8926.45,Beagle,Masculino,Musico,30,(21) 99129-7546
Tatiane Almeida,"Rua Nelson Mandela, 6206",20031242444,Botafogo,5622.62,Yorkshire Terrier,Feminino,Jornalista,54,(21) 92737-7706
Amanda Carvalho,"Rua Barao de Sao Francisco, 9860",21365025896,Humaita,3638.14,Yorkshire Terrier,Feminino,Advogado,33,(21) 99450-7339
Andre Carvalho,"Rua Gal. Osorio, 9870",42710496848,Cascadura,5375.25,Beagle,Masculino,Psicologo,61,(21) 98979-2870
Bruna Alves,"Rua Marques de Abrantes, 5009",86503290056,Flamengo,6637.32,Beagle,Feminino,Quimico,31,(21) 94719-7292
Roberta Moreira,"Rua Monte Alegre, 5376",47615634407,Santa Teresa,4599.07,Basset Hound,Feminino,Economista,65,(21) 90183-1764
Luana Campos,"Rua Joaquim Nabuco, 3573",56643666538,Recreio dos Bandeirantes,3709.34,Basset Hound,Feminino,Lider de Projeto,42,(21) 99923-3489
Patricia Melo,"Rua Casemiro de Abreu, 4584",47082032001,Cascadura,6954.56,Basset Hound,Feminino,Antropologo,52,(21) 93628-9309
Maria Luiza Silva,"Rua Paula Freitas, 2758",92012388656,Copacabana,8540.49,Beagle,Feminino,Advogado,26,(21) 99202-8528
Carla Rodrigues,"Rua Barata Ribeiro, 6855",91636872347,Copacabana,9197.08,Labrador,Feminino,Enfermeiro,31,(21) 98842-1822
Bruno Alves,"Rua Heitor de Silva Costa, 6918",80800955008,Vila Isabel,5363.76,Maltes,Masculino,Analista de Sistemas,72,(21) 98252-1027
Daniele Souza,"Rua do Catete, 5573",18292863892,Catete,7171.3,Chihuahua,Feminino,Contador,20,(21) 91923-7437
Bruna Alves,"Rua Humaita, 8086",98129858211,Humaita,8005.35,Schnauzer,Feminino,Jornalista,24,(21) 95777-9485
Gabriela Rocha,"Rua Buarque de Macedo, 6532",84858162553,Vila Isabel,1738.99,Yorkshire Terrier,Feminino,Professor,62,(21) 98810-7398
Ricardo Martins,"Rua Professor Annes Dias, 9753",54790934779,Sao Conrado,9531.55,Maltes,Masculino,Personal Trainer,65,(21) 99640-4505
Mariana Lima,"Rua General Artigas, 9986",98926680679,Leblon,7924.68,Golden Retriever,Feminino,Engenheiro,26,(21) 97357-6256
Patricia Melo,"Rua do Anil, 9442",37367741942,Barra da Tijuca,5845.9,Schnauzer,Feminino,Engenheiro,54,(21) 92504-1264
Andre Carvalho,"Rua Barata Ribeiro, 4807",41686688337,Copacabana,4268.2,Pug,Masculino,Veterinario,53,(21) 92413-1716
Antonio Silva,"Rua Conde de Bonfim, 8234",34574429026,Tijuca,5078.53,Cocker Spaniel,Masculino,Administrador,48,(21) 94538-5504
Ana Beatriz Oliveira,"Rua 28 de Setembro, 5131",23962072653,Vila Isabel,9597.78,Border Collie,Feminino,Artesao,59,(21) 95345-9839
Fernanda Santos,"Rua 28 de Setembro, 8769",34568023490,Vila Isabel,5959.7,Pug,Feminino,Chef de Cozinha,34,(21) 96559-4504
Camila Pereira,"Rua Voluntarios da Patria, 2720",83781796709,Botafogo,8943.17,Cocker Spaniel,Feminino,Publicitario,35,(21) 94474-2461
Joao Almeida,"Rua do Catete, 3438",70975875754,Catete,5574.18,Schnauzer,Masculino,Jornalista,35,(21) 93973-4315
Gabriel Rocha,"Rua Paissandu, 3069",35482007939,Flamengo,4400.9,Golden Retriever,Masculino,Ator,23,(21) 94035-2011
Gustavo Moreira,"Rua do Ouvidor, 1868",41266922085,Gloria,2131.62,Yorkshire Terrier,Masculino,Lider de Projeto,71,(21) 96051-9930
Antonio Silva,"Rua Joao Lira, 762",81994843724,Sao Conrado,3835.09,Border Collie,Masculino,Quimico,30,(21) 95560-2694
Vinicius Santos,"Rua Paula Freitas, 8335",13148779634,Copacabana,2128.23,Schnauzer,Masculino,Producao de Eventos,35,(21) 91193-8450
Eduardo Campos,"Rua Sao Clemente, 57",89784055060,Humaita,2283.76,Dachshund,Masculino,Gerente,41,(21) 98936-6954
Amanda Carvalho,"Rua do Ouvidor, 5869",54671247762,Gloria,7594.86,Border Collie,Feminino,Chef de Cozinha,29,(21) 93036-4370
Maria Luiza Silva,"Rua Plinio Casado, 2746",98529034161,Cascadura,9791.94,Chihuahua,Feminino,Farmaceutico,38,(21) 93412-8399
Joao Almeida,"Rua Joaquim Nabuco, 6605",50476640482,Recreio dos Bandeirantes,9158.34,Pit Bull,Masculino,Lider de Projeto,55,(21) 98546-3701
Larissa Ferreira,"Avenida Aquarela do Brasil, 8194",87303128233,Sao Conrado,3349.12,Dachshund,Feminino,Jornalista,27,(21) 92056-1345
Luana Campos,"Avenida Glaucio Gil, 6837",16658554741,Recreio dos Bandeirantes,3082.25,Pug,Feminino,Personal Trainer,52,(21) 93976-6278
Bruna Alves,"Rua Joao Lira, 2427",45376061749,Sao Conrado,1763.38,Rottweiler,Feminino,Professor,41,(21) 96078-4556
Marcelo Lima,"Rua Visconde de Souza Franco, 9376",44378903431,Lapa,6811.99,Basset Hound,Masculino,Terapeuta Ocupacional,39,(21) 91812-7012
Diego Silva,"Rua Marquesa de Santos, 1495",43717725532,Jardim Botanico,9808.49,Yorkshire Terrier,Masculino,Dentista,34,(21) 97519-3350
Lucas Ferreira,"Rua do Bispo, 7169",83973482538,Rio Comprido,9342.1,Poodle,Masculino,Terapeuta Ocupacional,30,(21) 95661-9556
Michele Araujo,"Rua Mem de Sa, 1982",63209639148,Lapa,4922.2,Husky Siberiano,Feminino,Geografo,19,(21) 90703-5073
Roberta Moreira,"Rua Marques de Abrantes, 63",39266798311,Flamengo,3694.58,Yorkshire Terrier,Feminino,Quimico,71,(21) 94317-4693
Luana Campos,"Rua Barata Ribeiro, 1557",12183929456,Copacabana,6939.65,Dachshund,Feminino,Enfermeiro,60,(21) 91867-5639
Ricardo Martins,"Rua Heitor de Silva Costa, 6356",39511883288,Vila Isabel,9201.51,Basset Hound,Masculino,Jornalista,27,(21) 90539-2419
Tatiane Almeida,"Rua Lopes Quintas, 5662",15709516922,Jardim Botanico,2423.93,Basset Hound,Feminino,Psicologo,52,(21) 99194-7667
Gustavo Moreira,"Rua Sao Clemente, 9189",76342925271,Humaita,4070.4,Golden Retriever,Masculino,Antropologo,45,(21) 99124-7115
Amanda Carvalho,"Rua Pacheco Leao, 585",82304212062,Jardim Botanico,5596.14,Beagle,Feminino,Chef de Cozinha,48,(21) 90983-4823
Gabriel Rocha,"Rua Gal. Osorio, 6136",23099953615,Cascadura,6081.62,Rottweiler,Masculino,Designer,69,(21) 98358-7185
Carla Rodrigues,"Rua Silveira Martins, 1536",22155109596,Catete,7936.61,Rottweiler,Feminino,Advogado,21,(21) 90328-5835
Maria Luiza Silva,"Rua Domingos Ferreira, 9901",68523687716,Cascadura,6778.51,Golden Retriever,Feminino,Psicologo,60,(21) 96747-6899
Lucas Ferreira,"Rua Jose Higino, 2212",73834514829,Tijuca,2541.87,Yorkshire Terrier,Masculino,Arquiteto,35,(21) 95841-9403
Daniel Araujo,"Rua do Pepino, 3055",80683879839,Recreio dos Bandeirantes,8409.54,Basset Hound,Masculino,Dentista,71,(21) 93999-1418
Bruna Alves,"Rua General Glicerio, 6833",14235436352,Rio Comprido,6193.37,Boxer,Feminino,Chef de Cozinha,23,(21) 95302-3617
Rodrigo Costa,"Avenida Glaucio Gil, 4258",44129927291,Recreio dos Bandeirantes,6123.0,Maltes,Masculino,Analista de Sistemas,61,(21) 96208-6060
Mariana Lima,"Avenida Delfim Moreira, 7891",80850068180,Leblon,7713.86,Pug,Feminino,Geografo,26,(21) 98273-6842
Lucas Ferreira,"Rua Clarimundo de Melo, 9476",71960184629,Tijuca,9337.6,Pug,Masculino,Antropologo,25,(21) 98565-1316
Juliana Costa,"Rua Joao Lira, 3250",20013786841,Sao Conrado,4401.71,Yorkshire Terrier,Feminino,Engenheiro,65,(21) 98268-9955
Amanda Carvalho,"Rua Sao Clemente, 2543",55075354638,Botafogo,7985.84,Golden Retriever,Feminino,Enfermeiro,32,(21) 95555-7120
Marcelo Lima,"Rua Senador Dantas, 4963",93394886439,Flamengo,7112.26,Husky Siberiano,Masculino,Chef de Cozinha,69,(21) 99838-1911
Isabela Martins,"Rua Senador Dantas, 7584",85362921408,Flamengo,6459.13,Pug,Feminino,Analista de Sistemas,71,(21) 91266-2856
Gustavo Moreira,"Rua do Dende, 4744",53846725408,Recreio dos Bandeirantes,8210.23,Golden Retriever,Masculino,Administrador,68,(21) 96090-5350
Rafael Melo,"Rua Bartolomeu Mitre, 1307",16583658439,Leblon,1531.88,Maltes,Masculino,Diretor,59,(21) 99026-3175
Pedro Pinto,"Rua Bento Lisboa, 152",19546002256,Humaita,5159.46,Pit Bull,Masculino,Medico,53,(21) 97386-1836
Bruno Alves,"Rua Sao Clemente, 1451",75894865723,Botafogo,7341.45,Cocker Spaniel,Masculino,Economista,29,(21) 94651-8874
Bruno Alves,"Rua da Gloria, 8854",17873118623,Gloria,7797.9,Shih Tzu,Masculino,Administrador,55,(21) 93764-3627
Larissa Ferreira,"Rua da Assembleia, 3977",36726686148,Centro,9692.38,Boxer,Feminino,Designer,37,(21) 90291-3278
Thiago Souza,"Rua do Lavradio, 7146",44062636654,Catete,6472.65,Schnauzer,Masculino,Fisioterapeuta,52,(21) 98391-8757
Joao Almeida,"Rua Ataulfo de Paiva, 8051",61903315994,Leblon,3669.83,Basset Hound,Masculino,Musico,21,(21) 93044-3865
Natalia Pinto,"Rua Almirante Alexandrino, 8141",90622802119,Santa Teresa,5345.77,Beagle,Feminino,Desenvolvedor,46,(21) 97058-7321
Gabriel Rocha,"Rua Plinio Casado, 2890",66368204527,Cascadura,7123.28,Basset Hound,Masculino,Administrador,38,(21) 97269-8691
Daniel Araujo,"Rua Silveira Martins, 1565",49997318925,Catete,8102.62,Dachshund,Masculino,Publicitario,20,(21) 97435-1133
Maria Luiza Silva,"Rua Joaquim Nabuco, 7259",18767431671,Recreio dos Bandeirantes,9869.85,Basset Hound,Feminino,Farmaceutico,46,(21) 99596-6929
Larissa Ferreira,"Avenida Glaucio Gil, 9596",18305915937,Recreio dos Bandeirantes,1596.09,Yorkshire Terrier,Feminino,Padeiro,63,(21) 96595-5318
Daniel Araujo,"Rua Buarque de Macedo, 7398",25826254194,Vila Isabel,7225.05,Pug,Masculino,Producao de Eventos,52,(21) 92864-5881
Viviane Mendes,"Rua Humaita, 445",68711524758,Humaita,1823.53,Boxer,Feminino,Desenvolvedor,56,(21) 98340-3415
Lucas Ferreira,"Rua Voluntarios da Patria, 4799",10707916770,Botafogo,2195.93,Husky Siberiano,Masculino,Terapeuta Ocupacional,72,(21) 95268-5022
Rafael Melo,"Avenida Rio Branco, 9801",52556401068,Centro,7900.74,Pit Bull,Masculino,Musico,70,(21) 95385-7885
Juliana Costa,"Rua Jardim Botanico, 733",16125340692,Jardim Botanico,5975.58,Pug,Feminino,Veterinario,25,(21) 96604-9150
Marcelo Lima,"Rua Paula Freitas, 2925",12591017553,Copacabana,8599.4,Husky Siberiano,Masculino,Quimico,72,(21) 98528-7975
Ricardo Martins,"Rua do Ouvidor, 3479",86199270222,Gloria,1474.79,Golden Retriever,Masculino,Antropologo,37,(21) 98924-6865
Viviane Mendes,"Rua Garcia d'Avila, 8132",10789429345,Ipanema,3559.69,Beagle,Feminino,Farmaceutico,43,(21) 98410-6558
Ana Beatriz Oliveira,"Rua Joao Vicente, 763",75975567296,Vila Isabel,6048.72,Shiba Inu,Feminino,Personal Trainer,36,(21) 94949-5692
